index,artist,title,medium,year,width,height,gender,artistBirthYear,acquisitionYear,url
17266,"Guston, Philip",Painter,Lithograph on paper,1980,0.813,1.079,Male,1913,1983,http://www.tate.org.uk/art/artworks/guston-painter-p77009
17267,"Hamilton, Richard",Soft pink landscape,Lithograph and screenprint on paper,1980,0.73,0.918,Male,1922,1981,http://www.tate.org.uk/art/artworks/hamilton-soft-pink-landscape-p07447
17268,"Hamilton, Richard",A dedicated follower of fashion,"Photo-etching, etching and aquatint on paper",1980,0.584,0.381,Male,1922,1981,http://www.tate.org.uk/art/artworks/hamilton-a-dedicated-follower-of-fashion-p07448
17269,"Hayter, Stanley William",Ceiling,Etching on paper,1980,0.489,0.591,Male,1901,1981,http://www.tate.org.uk/art/artworks/hayter-ceiling-p07477
17270,"Hayter, Stanley William",Teatro Olimpico,Acrylic paint on canvas,1980,1.137,1.458,Male,1901,1982,http://www.tate.org.uk/art/artworks/hayter-teatro-olimpico-t03407
17271,"Head, Tim",Dislocations,"Photograph, colour, on paper",1980,0.384,0.518,Male,1946,1981,http://www.tate.org.uk/art/artworks/head-dislocations-p07518
17272,"Head, Tim",Elevation I and II,"2 photographs, colour, on paper",1980,0.402,0.533,Male,1946,1981,http://www.tate.org.uk/art/artworks/head-elevation-i-and-ii-p07519
17273,"Heyboer, Anton",Four Women,Oil paint and etching on paper,1980,0.641,0.41,Male,1924,1981,http://www.tate.org.uk/art/artworks/heyboer-four-women-p07533
17274,"Hodgkin, Howard",Lotus,Screenprint on paper,1980,0.724,0.908,Male,1932,1980,http://www.tate.org.uk/art/artworks/hodgkin-lotus-p05548
17275,"Hodgkin, Howard",Moonlight,Gouache and lithograph on paper,1980,1.118,1.413,Male,1932,1981,http://www.tate.org.uk/art/artworks/hodgkin-moonlight-p07433
17276,"Hodgkin, Howard",Artist and Model,Gouache and etching on paper,1980,0.819,1.041,Male,1932,1981,http://www.tate.org.uk/art/artworks/hodgkin-artist-and-model-p07507
17277,"Hodgkin, Howard",Those ... Plants,Gouache and etching on paper,1980,0.822,1.041,Male,1932,1981,http://www.tate.org.uk/art/artworks/hodgkin-those-plants-p07508
17278,"House, Gordon",Still Life at Millbank,Screenprint on paper,1980,0.483,0.635,Male,1932,1980,http://www.tate.org.uk/art/artworks/house-still-life-at-millbank-p05561
17279,"Hoyland, John",Memphis,Etching and aquatint on paper,1980,0.692,0.543,Male,1934,1980,http://www.tate.org.uk/art/artworks/hoyland-memphis-p05549
17280,"Hoyland, John",Tembi,Etching and aquatint on paper,1980,0.546,0.692,Male,1934,1980,http://www.tate.org.uk/art/artworks/hoyland-tembi-p05551
17281,"Hoyland, John",Vigil,Etching on paper,1980,0.546,0.689,Male,1934,1981,http://www.tate.org.uk/art/artworks/hoyland-vigil-p05567
17282,"Hubbard, John",Haytor Quarry,Oil paint on canvas,1980,2.032,1.93,Male,1931,1982,http://www.tate.org.uk/art/artworks/hubbard-haytor-quarry-t03372
17283,"Johns, Jasper",Dancers on a Plane,Oil paint and acrylic paint on canvas and bronze frame,1980,2,1.619,Male,1930,1981,http://www.tate.org.uk/art/artworks/johns-dancers-on-a-plane-t03242
17284,"Johnstone, William",Littoral,Oil paint on canvas,1980,1.676,1.981,Male,1897,1981,http://www.tate.org.uk/art/artworks/johnstone-littoral-t03293
17285,"Jones, Allen",Box,Lithograph on paper,1980,1.06,1.52,Male,1937,1982,http://www.tate.org.uk/art/artworks/jones-box-p07449
17286,"Judd, Donald",[no title],Aquatint on paper,1980,0.508,0.635,Male,1928,1981,http://www.tate.org.uk/art/artworks/judd-no-title-p07555
17287,"Judd, Donald",[no title],Aquatint on paper,1980,0.508,0.635,Male,1928,1981,http://www.tate.org.uk/art/artworks/judd-no-title-p07556
17288,"Judd, Donald",[no title],Aquatint on paper,1980,0.508,0.635,Male,1928,1981,http://www.tate.org.uk/art/artworks/judd-no-title-p07557
17289,"Judd, Donald",[no title],Aquatint on paper,1980,0.502,0.628,Male,1928,1981,http://www.tate.org.uk/art/artworks/judd-no-title-p07558
17290,"Judd, Donald",[no title],Aquatint on paper,1980,0.502,0.628,Male,1928,1981,http://www.tate.org.uk/art/artworks/judd-no-title-p07559
17291,"Judd, Donald",[no title],Aquatint on paper,1980,0.508,0.635,Male,1928,1981,http://www.tate.org.uk/art/artworks/judd-no-title-p07560
17292,"Judd, Donald",Untitled,"Steel, aluminium and perspex",1980,0.229,1.016,Male,1928,1980,http://www.tate.org.uk/art/artworks/judd-untitled-t03087
17293,"Kitaj, R.B.",Chris,Screenprint on paper,1980,0.585,0.45,Male,1932,1980,http://www.tate.org.uk/art/artworks/kitaj-chris-p05562
17294,"Kossoff, Leon",Outside Kilburn Underground [stage proof],"Drypoint, etching and aquatint on paper",1980,0.405,0.511,Male,1926,1986,http://www.tate.org.uk/art/artworks/kossoff-outside-kilburn-underground-stage-proof-p02934
17295,"Kossoff, Leon",Two Seated Figures No. 2,Oil paint on board,1980,2.438,1.828,Male,1926,1983,http://www.tate.org.uk/art/artworks/kossoff-two-seated-figures-no-2-t03680
17296,"Landsaat, Hans",Blue Still Life,Screenprint on paper,1980,0.729,0.808,Male,1935,1980,http://www.tate.org.uk/art/artworks/landsaat-blue-still-life-p05552
17297,"Landsaat, Hans",Red Still Life,Screenprint on paper,1980,0.73,0.807,Male,1935,1980,http://www.tate.org.uk/art/artworks/landsaat-red-still-life-p05553
17298,"Deacon, Richard",Untitled Drawing,Graphite and ink on paper,1980,0.46,0.645,Male,1949,1988,http://www.tate.org.uk/art/artworks/deacon-untitled-drawing-t05208
17299,"Long, Richard","Two Straight Twelve Mile Walks on Dartmoor, England 1980",Screenprint on paper,1980,1.022,1.521,Male,1945,1980,http://www.tate.org.uk/art/artworks/long-two-straight-twelve-mile-walks-on-dartmoor-england-1980-t03161
17300,"McLean, Bruce",Study for Possibly a Nude by a Coal Bunker',Oil pastel and acrylic on photographic paper,1980,4,1.387,Male,1944,1982,http://www.tate.org.uk/art/artworks/mclean-study-for-possibly-a-nude-by-a-coal-bunker-t03411
17301,"Martin, Kenneth",Venice,Screenprint on paper,1980,0.638,0.895,Male,1905,1982,http://www.tate.org.uk/art/artworks/martin-venice-p07742
17302,"Martin, Kenneth",Pier and Ocean,Screenprint on paper,1980,0.638,0.895,Male,1905,1982,http://www.tate.org.uk/art/artworks/martin-pier-and-ocean-p07743
17303,"Martin, Kenneth","Chance, Order, Change 12 (Four Colours)",Oil paint on canvas,1980,0.914,0.911,Male,1905,1980,http://www.tate.org.uk/art/artworks/martin-chance-order-change-12-four-colours-t03191
17304,"Meadows, Bernard",Lovers,Bronze on travertine stone base,1980,0.649,1.41,Male,1915,1983,http://www.tate.org.uk/art/artworks/meadows-lovers-t03811
17305,"Moore, Henry, OM, CH",Idea for Relief Sculpture,Etching on paper,1980,0.219,0.168,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-idea-for-relief-sculpture-p02702
17306,"Moore, Henry, OM, CH",Reclining Nude,Etching on paper,1980,0.222,0.298,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-reclining-nude-p02703
17307,"Moore, Henry, OM, CH",Female Figures with Grey Background,Lithograph on paper,1980,0.23,0.445,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-female-figures-with-grey-background-p02705
17308,"Moore, Henry, OM, CH",Mother with Child on Lap,Lithograph on paper,1980,0.118,0.093,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-mother-with-child-on-lap-p02706
17309,"Moore, Henry, OM, CH",Seated Figure,Lithograph on paper,1980,0.32,0.375,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-seated-figure-p02707
17310,"Moore, Henry, OM, CH",Six Reclining Figures with Blue Background,Lithograph on paper,1980,0.245,0.262,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-six-reclining-figures-with-blue-background-p02708
17311,"Moore, Henry, OM, CH",Eight Sculpture Ideas,Etching on paper,1980,0.38,0.26,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-eight-sculpture-ideas-p02709
17312,"Moore, Henry, OM, CH",Seven Sculpture Ideas I,Lithograph on paper,1980,0.376,0.283,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-seven-sculpture-ideas-i-p02711
17313,"Moore, Henry, OM, CH",Seven Sculpture Ideas II,Lithograph on paper,1980,0.356,0.292,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-seven-sculpture-ideas-ii-p02712
17314,"Moore, Henry, OM, CH",Reclining Woman on Beach,Lithograph on paper,1980,0.552,0.759,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-reclining-woman-on-beach-p02852
17315,"Moore, Henry, OM, CH",Reclining Woman on Sea Shore,Lithograph on paper,1980,0.444,0.61,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-reclining-woman-on-sea-shore-p02853
17316,"Moore, Henry, OM, CH",Reclining Woman I,Lithograph on paper,1980,0.524,0.59,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-reclining-woman-i-p02854
17317,"Moore, Henry, OM, CH",Reclining Woman II,Lithograph on paper,1980,0.419,0.514,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-reclining-woman-ii-p02855
17318,"Moore, Henry, OM, CH",Reclining Woman III,Lithograph on paper,1980,0.477,0.648,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-reclining-woman-iii-p02856
17319,"Moore, Henry, OM, CH",Reclining Woman IV,Lithograph on paper,1980,0.488,0.613,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-reclining-woman-iv-p02857
17320,"Moore, Henry, OM, CH",Sculptural Ideas I,Etching and aquatint on paper,1980,0.251,0.341,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-i-p02858
17321,"Moore, Henry, OM, CH",Sculptural Ideas 2,Etching and aquatint on paper,1980,0.251,0.341,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-2-p02859
17322,"Moore, Henry, OM, CH",Sculptural Ideas 3,Etching and aquatint on paper,1980,0.219,0.241,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-3-p02860
17323,"Moore, Henry, OM, CH",Sculptural Ideas 4,Etching and aquatint on paper,1980,0.251,0.341,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-4-p02861
17324,"Moore, Henry, OM, CH",Sculptural Ideas 5,Etching and aquatint on paper,1980,0.251,0.341,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-5-p02862
17325,"Moore, Henry, OM, CH",Sculptural Ideas 6,Etching and aquatint on paper,1980,0.251,0.341,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-6-p02863
17326,"Moore, Henry, OM, CH",Sculptural Ideas 7,Etching and aquatint on paper,1980,0.251,0.341,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-sculptural-ideas-7-p02864
17327,"Moore, Henry, OM, CH",Adam,Lithograph on paper,1980,0.263,0.335,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-adam-p02894
17328,"Moore, Henry, OM, CH",Eve,Lithograph on paper,1980,0.266,0.355,Male,1898,1986,http://www.tate.org.uk/art/artworks/moore-eve-p02895
17329,"Moore, Henry, OM, CH",Seated Mother and Child,Etching on paper,1980,0.343,0.26,Male,1898,1982,http://www.tate.org.uk/art/artworks/moore-seated-mother-and-child-p02710
17330,"Murphy, John",Silence '... augural abscence of a voice which fascinates and ...',Watercolour and ink on paper,1980,0.819,0.695,Male,1945,1982,http://www.tate.org.uk/art/artworks/murphy-silence-augural-abscence-of-a-voice-which-fascinates-and-t03345
17331,"Murphy, John",Sadness '... the incurable imperfection in the very essence of the present moment ...',Watercolour and ink on paper,1980,0.819,0.695,Male,1945,1982,http://www.tate.org.uk/art/artworks/murphy-sadness-the-incurable-imperfection-in-the-very-essence-of-the-present-moment-t03346
17332,"Nash, David",Flying Frame,Oak,1980,2.16,3.43,Male,1945,1984,http://www.tate.org.uk/art/artworks/nash-flying-frame-t03932
