index,artist,title,medium,year,width,height,gender,artistBirthYear,acquisitionYear,url
130,"Wootton, John",Digging out the Fox,Oil paint on canvas,1733,1.82,3.04,Male,1682,2004,http://www.tate.org.uk/art/artworks/wootton-digging-out-the-fox-t11840
131,"Soldi, Andrea","Portrait of Henry Lannoy Hunter in Oriental Dress, Resting from Hunting, with a Manservant Holding Game",Oil paint on canvas,1733,1.185,1.46,Male,1703,2005,http://www.tate.org.uk/art/artworks/soldi-portrait-of-henry-lannoy-hunter-in-oriental-dress-resting-from-hunting-with-a-t11977
132,"Richardson, Jonathan",Mr Drake of Shardeloes,Graphite on parchment,1734,0.18,0.14,Male,1667,1997,http://www.tate.org.uk/art/artworks/richardson-mr-drake-of-shardeloes-t09134
133,"Hamilton, Gawen",The Du Cane and Boehm Family Group,Oil paint on canvas,1734,1.016,1.27,Male,1698,1999,http://www.tate.org.uk/art/artworks/hamilton-the-du-cane-and-boehm-family-group-t07505
134,"Richardson, Jonathan","Portrait of the Artist's Son, Jonathan Richardson the Younger, in his Study",Oil paint on canvas on board,1734,0.904,0.715,Male,1667,2010,http://www.tate.org.uk/art/artworks/richardson-portrait-of-the-artists-son-jonathan-richardson-the-younger-in-his-study-t13207
135,"Highmore, Joseph",Mr Oldham and his Guests,Oil paint on canvas,1735,1.055,1.295,Male,1692,1948,http://www.tate.org.uk/art/artworks/highmore-mr-oldham-and-his-guests-n05864
136,"Hogarth, William","Satan, Sin and Death (A Scene from Milton's Paradise Lost')",Oil paint on canvas,1735,0.619,0.745,Male,1697,1966,http://www.tate.org.uk/art/artworks/hogarth-satan-sin-and-death-a-scene-from-miltons-paradise-lost-t00790
137,"Hogarth, William","Thomas Pellett, M.D.",Oil paint on canvas,1735,0.764,0.635,Male,1697,1972,http://www.tate.org.uk/art/artworks/hogarth-thomas-pellett-md-t01570
138,"Hogarth, William",A Rake's Progress (plate 1),Etching and engraving on paper,1735,0.318,0.387,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-a-rakes-progress-plate-1-t01789
139,"Hogarth, William",A Rake's Progress (plate 3),Etching and engraving on paper,1735,0.318,0.387,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-a-rakes-progress-plate-3-t01790
140,"Hogarth, William",A Rake's Progress (plate 4),Etching and engraving on paper,1735,0.318,0.387,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-a-rakes-progress-plate-4-t01791
141,"Hogarth, William",A Rake's Progress (plate 5),Etching and engraving on paper,1735,0.314,0.391,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-a-rakes-progress-plate-5-t01792
142,"Hogarth, William",A Rake's Progress (plate 7),Etching and engraving on paper,1735,0.318,0.387,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-a-rakes-progress-plate-7-t01793
143,"Hogarth, William",A Rake's Progress (plate 8),Etching and engraving on paper,1735,0.318,0.387,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-a-rakes-progress-plate-8-t01794
144,"Reysschoot, Peter John van",A Jacobite Group in St James Park,Oil paint on canvas,1735,0.458,0.553,Male,1702,1996,http://www.tate.org.uk/art/artworks/reysschoot-a-jacobite-group-in-st-james-park-t07092
145,"Hogarth, William","Three Ladies in a Grand Interior (The Broken Fan'), possibly Catherine Darnley, Duchess of Buckingham with Two Ladies",Oil paint on canvas,1736,0.652,0.667,Male,1697,2003,http://www.tate.org.uk/art/artworks/hogarth-three-ladies-in-a-grand-interior-the-broken-fan-possibly-catherine-darnley-duchess-t11756
146,"Mercier, Philip",A Music Party,Oil paint on canvas,1737,1.026,1.27,Male,1689,1967,http://www.tate.org.uk/art/artworks/mercier-a-music-party-t00922
147,"Nebot, Balthazar",Covent Garden Market,Oil paint on canvas,1737,0.648,1.228,Male,1730,1895,http://www.tate.org.uk/art/artworks/nebot-covent-garden-market-n01453
148,"Wilson, Richard",The Inner Temple after the Fire of 4 January 1737,Oil paint on canvas,1737,0.648,0.952,Male,1713,1854,http://www.tate.org.uk/art/artworks/wilson-the-inner-temple-after-the-fire-of-4-january-1737-n02984
149,"Collins, Charles",Lobster on a Delft Dish,Oil paint on canvas,1738,0.705,0.91,Male,1680,1981,http://www.tate.org.uk/art/artworks/collins-lobster-on-a-delft-dish-t03301
150,"Devis, Arthur",Breaking-Up Day at Dr Clayton's School at Salford,Oil paint on canvas,1738,1.207,1.746,Male,1711,1980,http://www.tate.org.uk/art/artworks/devis-breaking-up-day-at-dr-claytons-school-at-salford-t03103
151,"Hogarth, William",The Strode Family,Oil paint on canvas,1738,1.126,1.175,Male,1697,1880,http://www.tate.org.uk/art/artworks/hogarth-the-strode-family-n01153
152,"Vanderbank, John","A Youth of the Lee Family, Probably William Lee of Totteridge Park",Oil paint on canvas,1738,1.679,1.068,Male,1694,1982,http://www.tate.org.uk/art/artworks/vanderbank-a-youth-of-the-lee-family-probably-william-lee-of-totteridge-park-t03539
153,"Hogarth, William","James Quin, Actor",Oil paint on canvas,1739,0.76,0.622,Male,1697,1904,http://www.tate.org.uk/art/artworks/hogarth-james-quin-actor-n01935
154,"Ramsay, Allan",Portrait of Martha Baker,Oil paint on canvas,1739,0.77,0.64,Male,1713,1992,http://www.tate.org.uk/art/artworks/ramsay-portrait-of-martha-baker-t06535
155,"Hayman, Francis",The Wrestling Scene from As You Like It',Oil paint on canvas,1740,0.527,0.921,Male,1708,1953,http://www.tate.org.uk/art/artworks/hayman-the-wrestling-scene-from-as-you-like-it-n06206
156,"Hogarth, William","Lavinia Fenton, Duchess of Bolton",Oil paint on canvas,1740,0.737,0.584,Male,1697,1884,http://www.tate.org.uk/art/artworks/hogarth-lavinia-fenton-duchess-of-bolton-n01161
157,"Latham, James",The Rt Hon. Sir Capel Molyneux,Oil paint on canvas,1740,1.346,1.08,Male,1696,1947,http://www.tate.org.uk/art/artworks/latham-the-rt-hon-sir-capel-molyneux-n05801
158,"Seymour, James",Mr Russell on his Bay Hunter,Oil paint on canvas,1740,0.876,1.108,Male,1702,1979,http://www.tate.org.uk/art/artworks/seymour-mr-russell-on-his-bay-hunter-t02372
159,"Seymour, James",Pointer Bitch,Oil paint on canvas,1740,0.921,1.146,Male,1702,1978,http://www.tate.org.uk/art/artworks/seymour-pointer-bitch-t02264
160,"Jones, William",Damon and Phillida Reconciled: A Scene from Colley Cibber's Damon and Phillida',Oil paint on canvas,1740,0.635,0.762,Male,1738,1980,http://www.tate.org.uk/art/artworks/jones-damon-and-phillida-reconciled-a-scene-from-colley-cibbers-damon-and-phillida-t03111
161,"Jones, William",Phillida Rejecting Mopsus and Cimon: A Scene from Colley Cibber's Damon and Phillida',Oil paint on canvas,1740,0.635,0.762,Male,1738,1980,http://www.tate.org.uk/art/artworks/jones-phillida-rejecting-mopsus-and-cimon-a-scene-from-colley-cibbers-damon-and-phillida-t03112
162,"Wootton, John","Muff, a Black and White Dog",Oil paint on canvas,1740,1.251,1.016,Male,1682,1979,http://www.tate.org.uk/art/artworks/wootton-muff-a-black-and-white-dog-t02379
163,"Hogarth, William","Head of a Lady, Called Lady Pembroke",Oil paint on canvas,1740,0.628,0.53,Male,1697,1994,http://www.tate.org.uk/art/artworks/hogarth-head-of-a-lady-called-lady-pembroke-t06870
164,"Deacon, James",Classical Landscape,Graphite and watercolour on paper,1740,0.219,0.236,Male,1710,1996,http://www.tate.org.uk/art/artworks/deacon-classical-landscape-t08256
165,"Hayman, Francis","Samuel Richardson, the Novelist (1684-1761), Seated, Surrounded by his Second Family",Oil paint on canvas,1740,0.995,1.252,Male,1708,2006,http://www.tate.org.uk/art/artworks/hayman-samuel-richardson-the-novelist-1684-1761-seated-surrounded-by-his-second-family-t12221
166,"Hogarth, William",Mrs Salter,Oil paint on canvas,1741,0.762,0.635,Male,1697,1898,http://www.tate.org.uk/art/artworks/hogarth-mrs-salter-n01663
167,"Hogarth, William","Benjamin Hoadly, Bishop of Winchester",Oil paint on canvas,1741,1.273,1.015,Male,1697,1910,http://www.tate.org.uk/art/artworks/hogarth-benjamin-hoadly-bishop-of-winchester-n02736
168,"Hogarth, William",The Enraged Musician,Etching and engraving on paper,1741,0.332,0.405,Male,1697,1973,http://www.tate.org.uk/art/artworks/hogarth-the-enraged-musician-t01800
169,"Gravelot, Hubert Fran<e7>ois",The Devil Upon Two Sticks,"Ink, chalk and watercolour on paper",1741,0.268,0.309,Male,1699,1997,http://www.tate.org.uk/art/artworks/gravelot-the-devil-upon-two-sticks-t08921
170,"Hayman, Francis",See-Saw,Oil paint on canvas,1742,1.4,2.426,Male,1708,1962,http://www.tate.org.uk/art/artworks/hayman-see-saw-t00524
171,"Ramsay, Allan","Thomas, 2nd Baron Mansel of Margam with his Blackwood Half-Brothers and Sister",Oil paint on canvas,1742,1.245,1.003,Male,1713,1988,http://www.tate.org.uk/art/artworks/ramsay-thomas-2nd-baron-mansel-of-margam-with-his-blackwood-half-brothers-and-sister-t05494
172,"Dalton, Richard",The Farnese Hercules,Chalk on paper,1742,0.529,0.365,Male,1715,1996,http://www.tate.org.uk/art/artworks/dalton-the-farnese-hercules-t08241
173,"Highmore, Joseph",I: Mr B. Finds Pamela Writing,Oil paint on canvas,1743,0.651,0.759,Male,1692,1921,http://www.tate.org.uk/art/artworks/highmore-i-mr-b-finds-pamela-writing-n03573
174,"Highmore, Joseph",VII: Pamela in the Bedroom with Mrs Jewkes and Mr B.,Oil paint on canvas,1743,0.627,0.757,Male,1692,1921,http://www.tate.org.uk/art/artworks/highmore-vii-pamela-in-the-bedroom-with-mrs-jewkes-and-mr-b-n03574
175,"Highmore, Joseph",IX: Pamela is Married,Oil paint on canvas,1743,0.628,0.76,Male,1692,1921,http://www.tate.org.uk/art/artworks/highmore-ix-pamela-is-married-n03575
176,"Highmore, Joseph",XI: Pamela Asks Sir Jacob Swinford's Blessing,Oil paint on canvas,1743,0.632,0.75,Male,1692,1921,http://www.tate.org.uk/art/artworks/highmore-xi-pamela-asks-sir-jacob-swinfords-blessing-n03576
177,"Highmore, Joseph",Equestrian Portrait of King George II,Oil paint on canvas,1743,0.75,0.63,Male,1692,1987,http://www.tate.org.uk/art/artworks/highmore-equestrian-portrait-of-king-george-ii-t04944
178,"Ramsay, Allan",Portrait of a Man,Oil paint on canvas,1743,0.756,0.632,Male,1713,1925,http://www.tate.org.uk/art/artworks/ramsay-portrait-of-a-man-n04083
179,"Seymour, James",A Kill at Ashdown Park,Oil paint on canvas,1743,1.803,2.388,Male,1702,1969,http://www.tate.org.uk/art/artworks/seymour-a-kill-at-ashdown-park-t01115
180,"Highmore, Joseph",The Good Samaritan,Oil paint on canvas,1744,1.595,1.448,Male,1692,1955,http://www.tate.org.uk/art/artworks/highmore-the-good-samaritan-t00076
181,"Highmore, Joseph",A Couple Dressed in the Height of Fashion,Graphite and gouache on paper,1744,0.202,0.266,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-a-couple-dressed-in-the-height-of-fashion-t04238
182,"Hogarth, William","Thomas Herring, Archbishop of Canterbury",Oil paint on canvas,1744,1.27,1.015,Male,1697,1975,http://www.tate.org.uk/art/artworks/hogarth-thomas-herring-archbishop-of-canterbury-t01971
183,"Hudson, Thomas",Mrs Collier,Oil paint on canvas,1744,0.737,0.61,Male,1701,1935,http://www.tate.org.uk/art/artworks/hudson-mrs-collier-n04804
184,"Wilson, Richard",Westminster Bridge under Construction,Oil paint on canvas,1744,0.725,1.46,Male,1713,1983,http://www.tate.org.uk/art/artworks/wilson-westminster-bridge-under-construction-t03665
185,"Wootton, John","George Henry Lee, 3rd Earl of Litchfield, and his Uncle the Hon. Robert Lee, Subsequently 4th Earl of Litchfield, Shooting in True Blue' Frock Coats",Oil paint on canvas,1744,2.038,2.451,Male,1682,1933,http://www.tate.org.uk/art/artworks/wootton-george-henry-lee-3rd-earl-of-litchfield-and-his-uncle-the-hon-robert-lee-n04679
186,"Highmore, Joseph",The Harlowe Family,Graphite on paper,1745,0.13,0.192,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-the-harlowe-family-t04194
187,"Highmore, Joseph",James Harlowe tries to Join the Hands of Clarissa and Mr Solmes by Force,Graphite on paper,1745,0.131,0.192,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-james-harlowe-tries-to-join-the-hands-of-clarissa-and-mr-solmes-by-force-t04195
188,"Highmore, Joseph",Clarissa and Mr Lovelace at the Garden Door,Graphite on paper,1745,0.13,0.191,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-clarissa-and-mr-lovelace-at-the-garden-door-t04196
189,"Hogarth, William",The Painter and his Pug,Oil paint on canvas,1745,0.9,0.699,Male,1697,1824,http://www.tate.org.uk/art/artworks/hogarth-the-painter-and-his-pug-n00112
190,"Hogarth, William",The Staymaker (? The Happy Marriage V: The Fitting of the Ball Gown),Oil paint on canvas,1745,0.699,0.908,Male,1697,1942,http://www.tate.org.uk/art/artworks/hogarth-the-staymaker-the-happy-marriage-v-the-fitting-of-the-ball-gown-n05359
191,"Hogarth, William",The Dance (The Happy Marriage ?VI: The Country Dance),Oil paint on canvas,1745,0.677,0.892,Male,1697,1983,http://www.tate.org.uk/art/artworks/hogarth-the-dance-the-happy-marriage-vi-the-country-dance-t03613
192,"Lambert, George",Classical Landscape,Oil paint on canvas,1745,1.035,1.168,Male,1700,1958,http://www.tate.org.uk/art/artworks/lambert-classical-landscape-t00211
193,"Wilson, Richard","The Cock Tavern, Cheam, Surrey",Oil paint on canvas,1745,0.73,0.436,Male,1713,1916,http://www.tate.org.uk/art/artworks/wilson-the-cock-tavern-cheam-surrey-n03136
194,"Chatelain, Jean Baptiste Claude",View in a Park with Buildings in the Distance,"Graphite, ink and watercolour on paper",1745,0.22,0.39,Male,1710,1997,http://www.tate.org.uk/art/artworks/chatelain-view-in-a-park-with-buildings-in-the-distance-t08820
195,"Beare, George","Portrait of a Gentleman, possibly Hugh Marriott",Oil paint on canvas,1746,0.759,0.632,Male,1743,1958,http://www.tate.org.uk/art/artworks/beare-portrait-of-a-gentleman-possibly-hugh-marriott-t00201
196,"Gainsborough, Thomas",Landscape with a Peasant on a Path,Oil paint on canvas,1746,0.222,0.171,Male,1727,1896,http://www.tate.org.uk/art/artworks/gainsborough-landscape-with-a-peasant-on-a-path-n01485
197,"Gainsborough, Thomas",Landscape with Figures under a Tree,Oil paint on canvas,1746,0.222,0.171,Male,1727,1896,http://www.tate.org.uk/art/artworks/gainsborough-landscape-with-figures-under-a-tree-n01486
198,"Slaughter, Stephen",The Betts Family,Oil paint on canvas,1746,0.737,0.616,Male,1697,1905,http://www.tate.org.uk/art/artworks/slaughter-the-betts-family-n01982
199,"Frye, Thomas",Henry Crispe of the Custom House,Oil paint on canvas,1746,1.243,1.016,Male,1710,1990,http://www.tate.org.uk/art/artworks/frye-henry-crispe-of-the-custom-house-t05784
200,"Cozens, Alexander",The Valley of the Rhone,Graphite and watercolour on paper,1746,0.22,0.403,Male,1717,1997,http://www.tate.org.uk/art/artworks/cozens-the-valley-of-the-rhone-t08815
201,"Cozens, Alexander","In the Farnese Gardens, Rome",Pen and watercolour on paper,1746,0.245,0.39,Male,1717,1996,http://www.tate.org.uk/art/artworks/cozens-in-the-farnese-gardens-rome-t08117
202,"Cozens, Alexander","Hilly Landscape with River and Trees, Two Men on a Cliff",Graphite and ink on paper,1746,0.255,0.37,Male,1717,1997,http://www.tate.org.uk/art/artworks/cozens-hilly-landscape-with-river-and-trees-two-men-on-a-cliff-t08855
203,"Lambert, George","View of Copped Hall in Essex, from the Park",Oil paint on canvas,1746,0.912,1.218,Male,1700,1999,http://www.tate.org.uk/art/artworks/lambert-hayman-view-of-copped-hall-in-essex-from-the-park-t07555
204,"Lambert, George","View of Copped Hall in Essex, from across the Lake",Oil paint on canvas,1746,0.917,1.215,Male,1700,1999,http://www.tate.org.uk/art/artworks/lambert-hayman-view-of-copped-hall-in-essex-from-across-the-lake-t07556
205,"Gainsborough, Thomas",Mr and Mrs Carter,Oil paint on canvas,1747,0.912,0.71,Male,1727,2008,http://www.tate.org.uk/art/artworks/gainsborough-mr-and-mrs-carter-t12609
206,"Gainsborough, Thomas",Wooded Landscape with a Peasant Resting,Oil paint on canvas,1747,0.625,0.781,Male,1727,1889,http://www.tate.org.uk/art/artworks/gainsborough-wooded-landscape-with-a-peasant-resting-n01283
207,"Highmore, Joseph",A Gentleman in a Brown Velvet Coat,Oil paint on canvas,1747,1.265,1.005,Male,1692,1925,http://www.tate.org.uk/art/artworks/highmore-a-gentleman-in-a-brown-velvet-coat-n04107
208,"Hayman, Francis",Thomas Nuthall and his Friend Hambleton Custance,Oil paint on canvas,1748,0.71,0.915,Male,1708,1955,http://www.tate.org.uk/art/artworks/hayman-thomas-nuthall-and-his-friend-hambleton-custance-t00052
209,"Hogarth, William",O the Roast Beef of Old England (The Gate of Calais'),Oil paint on canvas,1748,0.788,0.945,Male,1697,1895,http://www.tate.org.uk/art/artworks/hogarth-o-the-roast-beef-of-old-england-the-gate-of-calais-n01464
210,"Wootton, John",Lady Mary Churchill at the Death of the Hare,Oil paint on canvas,1748,1.06,1.556,Male,1682,1979,http://www.tate.org.uk/art/artworks/wootton-lady-mary-churchill-at-the-death-of-the-hare-t02378
211,"Hogarth, William","Portrait of Hannah, Daughter of John Ranby Snr",Oil paint on canvas,1748,0.635,0.565,Male,1697,1996,http://www.tate.org.uk/art/artworks/hogarth-portrait-of-hannah-daughter-of-john-ranby-snr-t07122
212,"Hogarth, William","Portrait of George Osborne, later John Ranby Jnr",Oil paint on canvas,1748,0.63,0.565,Male,1697,1996,http://www.tate.org.uk/art/artworks/hogarth-portrait-of-george-osborne-later-john-ranby-jnr-t07121
213,"Chatelain, Jean Baptiste Claude","A View of the Wrekin Hill from Ercall, Shropshire","Graphite, ink and watercolour on paper",1748,0.3,0.485,Male,1710,1996,http://www.tate.org.uk/art/artworks/chatelain-a-view-of-the-wrekin-hill-from-ercall-shropshire-t08125
214,"Highmore, Joseph",Study for The Marriage of Miss Whichcote of Harpswell with the Dean of York'-I,Graphite on paper,1749,0.192,0.246,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-study-for-the-marriage-of-miss-whichcote-of-harpswell-with-the-dean-of-york-i-t04218
215,"Highmore, Joseph",Study for The Marriage of Miss Whichcote of Harpswell with the Dean of York'-II,Graphite on paper,1749,0.193,0.244,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-study-for-the-marriage-of-miss-whichcote-of-harpswell-with-the-dean-of-york-ii-t04219
216,"Highmore, Joseph",Study for The Marriage of Miss Whichcote of Harpswell with the Dean of York'-III,Graphite on paper,1749,0.195,0.25,Male,1692,1986,http://www.tate.org.uk/art/artworks/highmore-study-for-the-marriage-of-miss-whichcote-of-harpswell-with-the-dean-of-york-iii-t04220
217,"Hogarth, William",O the Roast Beef of Old England (The Gate of Calais'),Etching and engraving on paper,1749,0.432,0.569,Male,1697,1984,http://www.tate.org.uk/art/artworks/hogarth-mosley-o-the-roast-beef-of-old-england-the-gate-of-calais-t03918
